Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
28514478,Who Rules the World?,Noam Chomsky,"Chomsky, Noam",,"=""162779381X""","=""9781627793810""",3,4.05,Metropolitan Books/Henry Holt & Co. (NYC),Hardcover,320,2016,2014,,2018/04/27,,,read,,,,1,,,0,,,,,
12618,On Anarchism,Noam Chomsky,"Chomsky, Noam",Barry Pateman,"=""1904859208""","=""9781904859208""",3,3.95,AK Press,Paperback,256,2005,2005,,2018/04/27,,,read,,,,1,,,0,,,,,
1174511,The Shellcoder's Handbook: Discovering and Exploiting Security Holes,Jack Koziol,"Koziol, Jack","Chris Anley, John Heasman","=""047008023X""","=""9780470080238""",5,4.13,Wiley,Paperback,718,2007,2004,,2018/04/27,,,read,,,,1,,,0,,,,,
867247,A Book of Five Rings: The Classic Guide to Strategy,Miyamoto Musashi,"Musashi, Miyamoto",Victor Harris,"=""0517415283""","=""9780517415283""",5,4.08,Gramercy,Hardcover,192,1988,1645,,2018/04/27,,,read,,,,1,,,0,,,,,
18227589,"Practical Reverse Engineering: x86, x64, ARM, Windows Kernel, Reversing Tools, and Obfuscation",Bruce Dang,"Dang, Bruce","Alexandre Gazet, Elias Bachaalany","=""1118787315""","=""9781118787311""",3,3.89,Wiley,Paperback,355,2014,2014,,2018/04/27,,,read,,,,1,,,0,,,,,
7178837,Assembly Language for x86 Processors,Kip Irvine,"Irvine, Kip",,"=""013602212X""","=""9780136022121""",4,4.09,Prentice Hall,Hardcover,768,2010,2010,,2018/04/27,,,read,,,,1,,,0,,,,,
968546,Algorithms in C++,Robert Sedgewick,"Sedgewick, Robert",,"=""0201510596""","=""0785342510591""",4,3.94,Addison-Wesley Professional,Hardcover,672,1992,1992,2018/04/27,2018/04/27,,,read,,,,2,,,0,,,,,
9410434,"The Art of Computer Programming, Volumes 1-4a Boxed Set",Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0321751043""","=""9780321751041""",4,4.78,Addison-Wesley Professional,Hardcover,3168,2011,2011,,2018/04/27,,,read,,,,1,,,0,,,,,
23828418,Mastering Machine Learning with scikit-learn,Gavin Hackeling,"Hackeling, Gavin",,"=""""","=""""",5,3.92,Packt Publishing,Kindle Edition,238,2014,2014,,2018/04/27,,,read,,,,1,,,0,,,,,
9068044,Social Engineering: The Art of Human Hacking,Christopher Hadnagy,"Hadnagy, Christopher",Paul Wilson,"=""0470639539""","=""9780470639535""",5,3.82,Wiley,Paperback,382,2010,2010,,2018/04/27,,,read,,,,1,,,0,,,,,
5552,QED: The Strange Theory of Light and Matter,Richard Feynman,"Feynman, Richard",,"=""0691024170""","=""9780691024172""",5,4.24,Princeton University Press,Paperback,158,1988,1985,2018/05/24,2018/04/27,,,read,,,,1,,,0,,,,,
166195,Modern Operating Systems,Andrew S. Tanenbaum,"Tanenbaum, Andrew S.",Herbert Bos,"=""0130313580""","=""9780130313584""",4,4.08,Prentice Hall,Hardcover,976,2001,1992,,2018/04/27,,,read,,,,1,,,0,,,,,
5546,The Feynman Lectures on Physics,Richard Feynman,"Feynman, Richard","Robert B. Leighton, Matthew L. Sands","=""0805390456""","=""9780805390452""",5,4.60,Addison Wesley,Hardcover,1552,2005,1964,2018/05/01,2018/04/27,,,read,,,,1,,,0,,,,,
6779,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time",Richard Feynman,"Feynman, Richard",Roger Penrose,"=""0465023932""","=""9780465023936""",5,4.22,Basic Books,Paperback,184,2005,1963,2018/05/03,2018/04/27,,,read,,,,1,,,0,,,,,
638371,Gravitation,Charles W. Misner,"Misner, Charles W.","Kip S. Thorne, John Archibald Wheeler","=""0716703440""","=""9780716703440""",5,4.34,W. H. Freeman,Paperback,1215,1973,1973,2018/05/01,2018/04/27,,,read,,,,1,,,0,,,,,
5553,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard Feynman,"Feynman, Richard",,"=""0465023924""","=""9780465023929""",5,4.20,Basic Books,Paperback,138,1995,1962,2018/04/28,2018/04/27,,,read,,,,1,,,0,,,,,
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",5,4.25,Bantam Spectra,Hardcover,256,2004,1953,,2018/04/26,,,read,,,,1,,,0,,,,,
3972,"Olympos (Ilium, #2)",Dan Simmons,"Simmons, Dan",,"=""0380817934""","=""9780380817931""",5,3.94,Harper Voyager,Mass Market Paperback,891,2006,2005,,2018/04/26,,,read,,,,1,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",5,4.40,,Paperback,679,1974,1953,,2018/04/26,,,read,,,,1,,,0,,,,,
3973,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""0380817926""","=""9780380817924""",5,4.02,HarperTorch,Mass Market Paperback,752,2005,2003,,2018/04/26,,,read,,,,1,,,0,,,,,
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",5,4.45,Kodansha International,Hardcover,970,1995,1935,,2018/04/26,,,read,,,,1,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",Sönmez Güven,"=""0553803727""","=""9780553803723""",5,4.22,Spectra Books,Hardcover,256,2004,1952,,2018/04/26,,,read,,,,1,,,0,,,,,
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",5,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2018/04/26,,,read,,,,1,,,0,,,,,
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",5,4.23,Bantam Spectra,Mass Market Paperback,482,1990,1989,,2018/04/26,,,read,,,,1,,,0,,,,,
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""0441007465""","=""9780441007462""",4,3.89,Ace Books,Paperback,261,2000,1984,,2018/04/26,,,read,,,,1,,,0,,,,,
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",,"=""0553572946""","=""9780553572940""",5,4.16,Bantam Spectra,Mass Market Paperback,563,1996,1996,,2018/04/26,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.18,Spectra,Hardcover,224,2004,1950,,2018/04/26,,,read,,,,1,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",5,4.19,Spectra Books,Mass Market Paperback,518,1995,1990,,2018/04/26,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""""","=""""",5,4.17,New American Library,Mass Market Paperback,326,1950,1949,,2018/04/26,,,read,,,,1,,,0,,,,,
29579,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.15,Bantam,Hardcover,244,2004,1951,,2018/04/26,,,read,,,,1,,,0,,,,,
747570,"Evolution in Four Dimensions: Genetic, Epigenetic, Behavioral, and Symbolic Variation in the History of Life",Eva Jablonka,"Jablonka, Eva",Marion J. Lamb,"=""0262600692""","=""9780262600699""",0,4.15,MIT Press (MA),Paperback,462,2006,2005,,2018/06/15,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",4,4.16,Bantam Books,Paperback,212,1998,1988,2018/06/11,2018/06/04,,,read,,,,1,,,0,,,,,
15818399,"This Explains Everything: Deep, Beautiful, and Elegant Theories of How the World Works",John Brockman,"Brockman, John","Susan Blackmore, Rebecca Goldstein, James J. O'Donnell, Paul J. Steinhardt, Shing-Tung Yau, Frank Wilczek, Thomas Metzinger, Sean Carroll, Steven Pinker, Jonathan Gottschall, David G. Myers, Matt Ridley, Armand Marie Leroi, Gerd Gigerenzer, Martin J. Rees, Richard Dawkins, Scott Atran, Carlo Rovelli, Aubrey de Grey, Leonard Susskind, Joel Gold, Alan Alda, Anton Zeilinger, Jeremy Bernstein, Andrei D. Linde, George Dyson, Max Tegmark, Gino Segrè, Freeman Dyson, Satyajit Das, Haim Harari, Robert R. Provine, V.S. Ramachandran, David Eagleman, Mahzarin Banaji, Robert M. Sapolsky, Richard H. Thaler, Jennifer Jacquet, Judith Rich Harris, Dan Sperber, Clay Shirky, Hugo Mercier, Stewart Brand, Kevin P. Hand, Paul Saffo, Daniel C. Dennett, Carl Zimmer, David M. Buss, A.C. Grayling, Howard Gardner","=""0062230174""","=""9780062230171""",0,3.67,Harper Perennial,Paperback,411,2013,2013,,2018/06/10,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
7873438,Sleights of Mind: What the Neuroscience of Magic Reveals about Our Everyday Deceptions,Stephen L. Macknik,"Macknik, Stephen L.","Susana Martinez-Conde, Sandra Blakeslee","=""0805092811""","=""9780805092813""",0,3.94,Henry Holt and Co.,Hardcover,291,2010,2010,,2018/06/10,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark  Johnson,"=""0226468011""","=""9780226468013""",0,4.09,University of Chicago Press,Paperback,276,2003,1980,,2018/06/10,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
53336,"Women, Fire, and Dangerous Things: What Categories Reveal About the Mind",George Lakoff,"Lakoff, George",,"=""0226468046""","=""9780226468044""",0,4.11,University of Chicago Press,Paperback,632,1990,1987,,2018/06/10,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
54988,Nabokov's Blues: The Scientific Odyssey of a Literary Genius,Kurt Johnson,"Johnson, Kurt",Steven L. Coates,"=""0071373306""","=""9780071373302""",0,3.92,McGraw-Hill Companies,Paperback,372,2001,2000,,2018/06/10,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
55981,Consilience: The Unity of Knowledge,Edward O. Wilson,"Wilson, Edward O.",,"=""067976867X""","=""9780679768678""",0,3.92,Vintage,Paperback,368,1999,1998,,2018/06/10,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
1435518,The Meaning of the Body: Aesthetics of Human Understanding,Mark  Johnson,"Johnson, Mark",,"=""0226401928""","=""9780226401928""",0,4.15,University of Chicago Press,Hardcover,326,2007,2007,,2018/06/10,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
1300931,Cognitive Variations: Reflections on the Unity and Diversity of the Human Mind,G.E.R. Lloyd,"Lloyd, G.E.R.",,"=""0199214611""","=""9780199214617""",0,3.75,OUP Oxford,Hardcover,200,2007,2007,,2018/06/10,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
137979,Against Method,Paul Karl Feyerabend,"Feyerabend, Paul Karl",,"=""0860916464""","=""9780860916468""",0,4.00,Verso,Paperback,296,1993,1975,,2018/06/10,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
1039648,Atom and Archetype: The Pauli/Jung Letters 1932-58,Carl Jung,"Jung, Carl","Wolfgang Ernst Pauli, Carl Alfred Meier","=""0691012075""","=""9780691012070""",0,4.17,Princeton University Press (NJ),Hardcover,320,2001,1992,,2018/06/10,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
331816,"Genes, Peoples, and Languages",Luigi Luca Cavalli-Sforza,"Cavalli-Sforza, Luigi Luca",Mark Seielstad,"=""0520228731""","=""9780520228733""",0,3.88,University of California Press,Paperback,239,2001,1996,,2018/06/10,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
150572,"Philosophical Papers, Volume 2: Mathematics, Science and Epistemology",Imre Lakatos,"Lakatos, Imre","Gregory Currie, John Worrall","=""0521280303""","=""9780521280303""",0,4.25,Cambridge University Press,Paperback,296,1980,1978,,2018/06/10,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
19243883,Neanderthal Man: In Search of Lost Genomes,Svante Pääbo,"Pääbo, Svante",,"=""0465020836""","=""9780465020836""",0,4.04,Basic Books,Hardcover,288,2014,2014,,2018/06/10,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
78,Annals of the Former World,John McPhee,"McPhee, John",,"=""0374518734""","=""9780374518738""",0,4.34,"Farrar, Straus and Giroux",Paperback,720,1999,1998,,2018/06/10,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
39936289,Arc d'X: A Novel,Steve Erickson,"Erickson, Steve",,"=""""","=""""",0,3.97,Open Road Media,Kindle Edition,298,2013,1993,,2018/05/01,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
13651,The Dispossessed (Hainish Cycle #6),Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0061054887""","=""9780061054884""",3,4.20,Harper Voyager,Paperback,387,1994,1974,2018/05/14,2018/05/07,,,read,,,,1,,,0,,,,,
9565745,Il mistero dell'inquisitore Eymerich,Valerio Evangelisti,"Evangelisti, Valerio",,"=""8804525088""","=""9788804525080""",4,3.80,Mondadori,Paperback,308,1998,1996,,2018/05/14,,,read,,,,1,,,0,,,,,
62283,Il corpo e il sangue di Eymerich,Valerio Evangelisti,"Evangelisti, Valerio",,"=""880453818X""","=""9788804538189""",3,3.79,Mondadori,Paperback,272,2005,1996,,2018/05/14,,,read,,,,1,,,0,,,,,
3703868,Le catene di Eymerich,Valerio Evangelisti,"Evangelisti, Valerio",,"=""8804551585""","=""9788804551584""",3,3.80,Arnoldo Mondadori,Paperback,277,2006,1995,,2018/05/14,,,read,,,,1,,,0,,,,,
3245457,"Nicolas Eymerich, inquisitore",Valerio Evangelisti,"Evangelisti, Valerio",,"=""8804528826""","=""9788804528821""",3,3.58,Mondadori,Paperback,274,2004,1994,,2018/05/14,,,read,,,,1,,,0,,,,,
4156478,Exploring Chaos: Theory and Experiment,Brian   Davies,"Davies, Brian",,"=""0738200905""","=""9780738200903""",0,4.25,Westview Press,Hardcover,256,1999,1999,,2018/05/13,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
11525,"1,000 Places to See Before You Die",Patricia Schultz,"Schultz, Patricia",,"=""0761104844""","=""9780761104841""",0,3.85,Workman Publishing Company,Paperback,992,2003,2003,,2018/05/13,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
1168341,Physics of the Impossible,Michio Kaku,"Kaku, Michio",,"=""0385520697""","=""9780385520690""",0,4.08,Doubleday Books,Hardcover,329,2008,2008,,2018/05/10,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
818063,Calculus Made Easy,Silvanus Phillips Thompson,"Thompson, Silvanus Phillips",Martin Gardner,"=""0312185480""","=""9780312185480""",3,4.21,St. Martin's Press,Hardcover,336,1998,1910,2018/05/08,2018/05/01,,,read,,,,1,,,0,,,,,
17891457,Unmasking the Social Engineer: The Human Element of Security,Christopher Hadnagy,"Hadnagy, Christopher",Paul Ekman,"=""1118608577""","=""9781118608579""",1,3.62,Wiley,Paperback,256,2014,2014,2018/05/08,2018/05/01,,,read,,,,2,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451457994""","=""9780451457998""",3,4.14,Roc,Paperback,297,2000,1968,2018/05/07,2018/04/26,,,read,,,,2,,,0,,,,,
22200,"Count Zero (Sprawl, #2)",William Gibson,"Gibson, William",,"=""0441013678""","=""9780441013678""",0,4.01,Ace Books,Paperback,308,2006,1986,,2018/05/04,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
449329,The Man in the Maze,Robert Silverberg,"Silverberg, Robert",,"=""0380022621""","=""9780380022625""",3,3.81,The Hearst Corporation,Mass Market Paperback,192,1969,1968,,2018/05/03,,,read,,,,1,,,0,,,,,
10545174,Metasploit: The Penetration Tester's Guide,David  Kennedy,"Kennedy, David","Jim O'Gorman, Devon Kearns, Mati Aharoni","=""159327288X""","=""9781593272883""",3,4.04,No Starch Press,Paperback,328,2011,2011,,2018/05/02,,,read,,,,1,,,0,,,,,
1067264,Reversing: Secrets of Reverse Engineering,Eldad Eilam,"Eilam, Eldad",,"=""0764574817""","=""9780764574818""",3,4.04,Wiley,Paperback,624,2005,2005,,2018/05/02,,,read,,,,1,,,0,,,,,
5052,Code to Zero,Ken Follett,"Follett, Ken",,"=""0451216725""","=""9780451216724""",3,3.71,NAL,Paperback,384,2005,2000,,2018/05/01,,,read,,,,1,,,0,,,,,
825509,A Place Called Freedom,Ken Follett,"Follett, Ken",,"=""0449225151""","=""9780449225158""",5,3.92,Ballantine Books,Paperback,437,1996,1995,,2018/05/01,,,read,,,,1,,,0,,,,,
92373,The Third Twin,Ken Follett,"Follett, Ken",,"=""033034837X""","=""9780330348379""",3,3.68,MacMillan General Books,Paperback,640,1997,1996,,2018/05/01,,,read,,,,1,,,0,,,,,
41689,The Key to Rebecca,Ken Follett,"Follett, Ken",Arto Häilä,"=""0451207793""","=""9780451207791""",5,3.88,NAL,Paperback,352,2003,1980,,2018/05/01,,,read,,,,1,,,0,,,,,
337133,Factoring Humanity,Robert J. Sawyer,"Sawyer, Robert J.",,"=""0812571290""","=""9780812571295""",0,3.78,Tor Science Fiction,Paperback,352,1999,1998,,2018/05/01,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
3084431,Emotional Awareness: Overcoming the Obstacles to Psychological Balance and Compassion,Dalai Lama XIV,"XIV, Dalai Lama","Paul Ekman, Daniel Goleman","=""0805087125""","=""9780805087123""",0,4.04,Times Books,Hardcover,288,2008,2008,,2018/05/01,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
18288,Critique of Pure Reason,Immanuel Kant,"Kant, Immanuel","Paul Guyer, Allen W. Wood","=""0521657296""","=""9780521657297""",0,3.93,Cambridge University Press,Paperback,796,1999,1781,,2018/05/01,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
231610,The World as I See It,Albert Einstein,"Einstein, Albert",,"=""1599869659""","=""9781599869650""",0,3.88,"Filiquarian Publishing, LLC.",Paperback,128,2006,1934,,2018/05/01,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
9842911,Relatività: Esposizione divulgativa,Albert Einstein,"Einstein, Albert",Bruno Cermignani,"=""8833902668""","=""9788833902661""",4,4.18,Bollati Boringhieri,Paperback,326,1991,1916,,2018/05/01,,,read,,,,1,,,0,,,,,
12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky,"Chomsky, Noam",Edward S. Herman,"=""0375714499""","=""9780375714498""",0,4.24,Pantheon,Paperback,412,2002,1988,,2018/05/01,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
3245424,"Guida galattica per gli autostoppisti (Guida galattica per gli autostoppisti, #1)",Douglas Adams,"Adams, Douglas",Laura Serra,"=""8804464631""","=""9788804464631""",0,4.22,Mondadori,Paperback,213,1999,1979,,2018/05/01,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
179744,"The Emperor's New Mind: Concerning Computers, Minds and the Laws of Physics",Roger Penrose,"Penrose, Roger",Martin Gardner,"=""0192861980""","=""9780192861986""",3,3.86,"Oxford University Press, USA",Paperback,640,2002,1989,,2018/05/01,,,read,,,,1,,,0,,,,,
27771819,La Scrittura del Dio,Tiziano Gabrieli,"Gabrieli, Tiziano",,"=""8867971948""","=""9788867971947""",0,0.0,Goware,Paperback,104,2014,,,2018/05/01,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
19008370,Furore,John Steinbeck,"Steinbeck, John","Sergio Claudio Perroni, Luigi Sampietro","=""8845274055""","=""9788845274053""",0,3.95,Bompiani,Paperback,656,2013,1939,,2018/05/01,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
